"Start Time (JDate)","Stop Time (JDate)","Duration (sec)"
2458425.68373910,2458425.70557834,1886.910
2458425.84665179,2458425.86849756,1887.475
2458426.00937454,2458426.03122723,1888.072
2458426.17190834,2458426.19376773,1888.651
2458426.33425270,2458426.35611857,1889.211
2458426.49640863,2458426.51828109,1889.781
2458426.65837672,2458426.68025579,1890.352
2458426.82015721,2458426.84204276,1890.911
2458426.98175088,2458427.00364309,1891.487
2458427.14315878,2458427.16505765,1892.062
2458427.30438044,2458427.32628566,1892.611
2458427.46541692,2458427.48732860,1893.170
2458427.62626894,2458427.64818712,1893.730
2458427.78693686,2458427.80886135,1894.276
2458427.94742128,2458427.96935209,1894.822
2458428.10772331,2458428.12966078,1895.397
2458428.26784266,2458428.28978635,1895.934
2458428.42778023,2458428.44973018,1896.476
2458428.58753691,2458428.60949311,1897.016
2458428.74711311,2458428.76907549,1897.550
2458428.90650925,2458428.92847761,1898.066
2458429.06572629,2458429.08770119,1898.632
2458429.22476443,2458429.24674532,1899.148
2458429.38362415,2458429.40561100,1899.664
2458429.54230648,2458429.56429934,1900.183
2458429.70081183,2458429.72281062,1900.696
2458429.85914055,2458429.88114509,1901.192
2458430.01729349,2458430.03930422,1901.727
2458430.17527134,2458430.19728782,1902.223
2458430.33307396,2458430.35509596,1902.701
2458430.49070247,2458430.51273009,1903.187
2458430.64815722,2458430.67019044,1903.670
2458430.80543854,2458430.82747711,1904.133
2458430.96254714,2458430.98459123,1904.609
